date,equity,daily_return,drawdown,num_positions
2022-01-03,100000.0,0.0,0.0,0
2022-01-04,100000.0,0.0,0.0,0
2022-01-05,100000.0,0.0,0.0,0
2022-01-06,100000.0,0.0,0.0,0
2022-01-07,100000.0,0.0,0.0,0
2022-01-10,100000.0,0.0,0.0,0
2022-01-11,100000.0,0.0,0.0,0
2022-01-12,100000.0,0.0,0.0,0
2022-01-13,100000.0,0.0,0.0,0
2022-01-14,100000.0,0.0,0.0,0
2022-01-18,100000.0,0.0,0.0,0
2022-01-19,100000.0,0.0,0.0,0
2022-01-20,100000.0,0.0,0.0,0
2022-01-21,100000.0,0.0,0.0,0
2022-01-24,100000.0,0.0,0.0,0
2022-01-25,100000.0,0.0,0.0,0
2022-01-26,100000.0,0.0,0.0,0
2022-01-27,100000.0,0.0,0.0,0
2022-01-28,100000.0,0.0,0.0,0
2022-01-31,100000.0,0.0,0.0,0
2022-02-01,100000.0,0.0,0.0,0
2022-02-02,100000.0,0.0,0.0,0
2022-02-03,100000.0,0.0,0.0,0
2022-02-04,100000.0,0.0,0.0,0
2022-02-07,100000.0,0.0,0.0,0
2022-02-08,100000.0,0.0,0.0,0
2022-02-09,100000.0,0.0,0.0,0
2022-02-10,100000.0,0.0,0.0,0
2022-02-11,100000.0,0.0,0.0,0
2022-02-14,100000.0,0.0,0.0,0
2022-02-15,100000.0,0.0,0.0,0
2022-02-16,100000.0,0.0,0.0,0
2022-02-17,100000.0,0.0,0.0,0
2022-02-18,100000.0,0.0,0.0,0
2022-02-22,100000.0,0.0,0.0,0
2022-02-23,100000.0,0.0,0.0,0
2022-02-24,100000.0,0.0,0.0,0
2022-02-25,100000.0,0.0,0.0,0
2022-02-28,100000.0,0.0,0.0,2
2022-03-01,99977.55940389697,-0.000224,-0.000224,2
2022-03-02,100229.70804357593,0.002522,0.0,2
2022-03-03,100262.66002416675,0.000329,0.0,2
2022-03-04,100241.48860311572,-0.000211,-0.000211,2
2022-03-07,99988.18818044727,-0.002527,-0.002738,2
2022-03-08,99629.58775472705,-0.003586,-0.006314,2
2022-03-09,99980.64020299976,0.003524,-0.002813,2
2022-03-10,99982.73870992725,2.1e-05,-0.002792,2
2022-03-11,99925.74976110522,-0.00057,-0.00336,2
2022-03-14,99799.46248006885,-0.001264,-0.00462,2
2022-03-15,99957.31595373218,0.001582,-0.003045,2
2022-03-16,100215.08888769214,0.002579,-0.000474,2
2022-03-17,100304.28336756211,0.00089,-0.005267,0
2022-03-18,100304.28336756211,0.0,-0.005267,0
2022-03-21,100304.28336756211,0.0,-0.005267,0
2022-03-22,100304.28336756211,0.0,-0.005267,0
2022-03-23,100304.28336756211,0.0,-0.005267,0
2022-03-24,100304.28336756211,0.0,-0.005267,0
2022-03-25,100304.28336756211,0.0,-0.005267,0
2022-03-28,100304.28336756211,0.0,-0.005267,0
2022-03-29,100304.28336756211,0.0,-0.005267,0
2022-03-30,100304.28336756211,0.0,-0.005267,0
2022-03-31,100304.28336756211,0.0,-0.005267,2
2022-04-01,100271.44320986253,-0.000327,-0.005593,2
2022-04-04,100542.77335283738,0.002706,-0.002902,2
2022-04-05,100224.19320986253,-0.003169,-0.006062,2
2022-04-06,99958.55355379563,-0.00265,-0.008696,2
2022-04-07,99874.46340868455,-0.000841,-0.00953,2
2022-04-08,99704.11308023911,-0.001706,-0.011219,2
2022-04-11,99495.23336527329,-0.002095,-0.013291,2
2022-04-12,99031.21317980271,-0.004664,-0.017893,2
2022-04-13,99327.2634823082,0.002989,-0.014957,2
2022-04-14,99032.94322321397,-0.002963,-0.017875,2
2022-04-18,98748.57318041306,-0.002871,-0.020696,2
2022-04-19,98945.22303698045,0.001991,-0.018745,2
2022-04-20,98751.30340216141,-0.00196,-0.020668,2
2022-04-21,98418.46320833665,-0.00337,-0.023969,1
2022-04-22,98313.0333525322,-0.001071,-0.025015,0
2022-04-25,98313.0333525322,0.0,-0.025015,0
2022-04-26,98313.0333525322,0.0,-0.025015,0
2022-04-27,98313.0333525322,0.0,-0.025015,0
2022-04-28,98313.0333525322,0.0,-0.025015,0
2022-04-29,98313.0333525322,0.0,-0.025015,0
2022-05-02,98313.0333525322,0.0,-0.025015,0
2022-05-03,98313.0333525322,0.0,-0.025015,0
2022-05-04,98313.0333525322,0.0,-0.025015,0
2022-05-05,98313.0333525322,0.0,-0.025015,0
2022-05-06,98313.0333525322,0.0,-0.025015,0
2022-05-09,98313.0333525322,0.0,-0.025015,0
2022-05-10,98313.0333525322,0.0,-0.025015,0
2022-05-11,98313.0333525322,0.0,-0.025015,0
2022-05-12,98313.0333525322,0.0,-0.025015,0
2022-05-13,98313.0333525322,0.0,-0.025015,0
2022-05-16,98313.0333525322,0.0,-0.025015,0
2022-05-17,98313.0333525322,0.0,-0.025015,0
2022-05-18,98313.0333525322,0.0,-0.025015,0
2022-05-19,98313.0333525322,0.0,-0.025015,0
2022-05-20,98313.0333525322,0.0,-0.025015,0
2022-05-23,98313.0333525322,0.0,-0.025015,0
2022-05-24,98313.0333525322,0.0,-0.025015,0
2022-05-25,98313.0333525322,0.0,-0.025015,0
2022-05-26,98313.0333525322,0.0,-0.025015,0
2022-05-27,98313.0333525322,0.0,-0.025015,0
2022-05-31,98313.0333525322,0.0,-0.025015,2
2022-06-01,98267.58200042376,-0.000462,-0.025466,2
2022-06-02,98403.24427573809,0.001381,-0.02412,2
2022-06-03,98394.18070380816,-9.2e-05,-0.02421,2
2022-06-06,98432.22023551592,0.000387,-0.023833,2
2022-06-07,98452.6433634638,0.000207,-0.02363,1
2022-06-08,98410.82334469548,-0.000425,-0.024045,1
2022-06-09,98322.67336033574,-0.000896,-0.024919,1
2022-06-10,98292.3333697199,-0.000309,-0.02522,1
2022-06-13,98189.01335095159,-0.001051,-0.026245,1
2022-06-14,98179.99337910405,-9.2e-05,-0.026334,1
2022-06-15,98216.8933634638,0.000376,-0.025968,1
2022-06-16,98139.81331967107,-0.000785,-0.026733,1
2022-06-17,98204.59331654302,0.00066,-0.02609,1
2022-06-21,98241.90331028691,0.00038,-0.02572,1
2022-06-22,98244.36336659185,2.5e-05,-0.025696,1
2022-06-23,98342.35334156743,0.000997,-0.024724,1
2022-06-24,98408.773375976,0.000675,-0.024065,1
2022-06-27,98384.99337910405,-0.000242,-0.024301,1
2022-06-28,98296.43338536016,-0.0009,-0.025179,1
2022-06-29,98234.11336659185,-0.000634,-0.025797,1
2022-06-30,98194.75332592717,-0.000401,-0.026188,1
2022-07-01,98159.0833697199,-0.000363,-0.026542,1
2022-07-05,98267.32334469548,0.001103,-0.025468,1
2022-07-06,98281.26335095159,0.000142,-0.02533,1
2022-07-07,98422.30337284795,0.001435,-0.023931,1
2022-07-08,98411.23335407964,-0.000112,-0.024041,1
2022-07-11,98330.4633822321,-0.000821,-0.024842,1
2022-07-12,98364.49337910405,0.000346,-0.024504,1
2022-07-13,98306.68338536016,-0.000588,-0.025078,1
2022-07-14,98348.91333531133,0.00043,-0.024659,1
2022-07-15,98399.75332592717,0.000517,-0.024155,1
2022-07-18,98431.73335407964,0.000325,-0.023838,1
2022-07-19,98521.523375976,0.000912,-0.022947,1
2022-07-20,98670.76335095159,0.001515,-0.021467,1
2022-07-21,98674.04334782354,3.3e-05,-0.021435,1
2022-07-22,98551.86336659185,-0.001238,-0.022646,1
2022-07-25,98527.26335095159,-0.00025,-0.02289,1
2022-07-26,98401.3933634638,-0.001278,-0.024139,1
2022-07-27,98521.93338536016,0.001225,-0.022943,1
2022-07-28,98513.32334469548,-8.7e-05,-0.023029,1
2022-07-29,98554.73335407964,0.00042,-0.022618,1
2022-08-01,98568.26335095159,0.000137,-0.022484,1
2022-08-02,98608.44333218328,0.000408,-0.022085,1
2022-08-03,98761.78332279912,0.001555,-0.020565,1
2022-08-04,98766.17836033575,4.5e-05,-0.020521,0
2022-08-05,98766.17836033575,0.0,-0.020521,0
2022-08-08,98766.17836033575,0.0,-0.020521,0
2022-08-09,98766.17836033575,0.0,-0.020521,0
2022-08-10,98766.17836033575,0.0,-0.020521,0
2022-08-11,98766.17836033575,0.0,-0.020521,0
2022-08-12,98766.17836033575,0.0,-0.020521,0
2022-08-15,98766.17836033575,0.0,-0.020521,0
2022-08-16,98766.17836033575,0.0,-0.020521,0
2022-08-17,98766.17836033575,0.0,-0.020521,0
2022-08-18,98766.17836033575,0.0,-0.020521,0
2022-08-19,98766.17836033575,0.0,-0.020521,0
2022-08-22,98766.17836033575,0.0,-0.020521,0
2022-08-23,98766.17836033575,0.0,-0.020521,0
2022-08-24,98766.17836033575,0.0,-0.020521,0
2022-08-25,98766.17836033575,0.0,-0.020521,0
